"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/12/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/13/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/14/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/15/2021","AQS","510870014","3","21","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/16/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/17/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/18/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/19/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/20/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/21/2021","AQS","510870014","3","22","ug/m3 SC","20","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/22/2021","AQS","510870014","3","20","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/23/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/24/2021","AQS","510870014","3","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/25/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/26/2021","AQS","510870014","3","7","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/27/2021","AQS","510870014","3","6","ug/m3 SC","6","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/28/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/29/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/30/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"10/31/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/01/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/02/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/03/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/04/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/05/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/06/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/07/2021","AQS","510870014","3","10","ug/m3 SC","9","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/08/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/09/2021","AQS","510870014","3","26","ug/m3 SC","24","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/10/2021","AQS","510870014","3","20","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/11/2021","AQS","510870014","3","25","ug/m3 SC","23","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/12/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/13/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/14/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/15/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/16/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/17/2021","AQS","510870014","3","27","ug/m3 SC","25","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/18/2021","AQS","510870014","3","25","ug/m3 SC","23","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/19/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/20/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/21/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/22/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/23/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/24/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/25/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/26/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/27/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/28/2021","AQS","510870014","3","15","ug/m3 SC","14","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/29/2021","AQS","510870014","3","11","ug/m3 SC","10","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"11/30/2021","AQS","510870014","3","18","ug/m3 SC","17","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/01/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/02/2021","AQS","510870014","3","26","ug/m3 SC","24","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/03/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/04/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/05/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/06/2021","AQS","510870014","3","25","ug/m3 SC","23","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/07/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/08/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/09/2021","AQS","510870014","3","22","ug/m3 SC","20","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/10/2021","AQS","510870014","3","27","ug/m3 SC","25","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/11/2021","AQS","510870014","3","18","ug/m3 SC","17","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/12/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/13/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/14/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/15/2021","AQS","510870014","3","21","ug/m3 SC","19","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/16/2021","AQS","510870014","3","18","ug/m3 SC","17","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/17/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/18/2021","AQS","510870014","3","25","ug/m3 SC","23","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/19/2021","AQS","510870014","3","8","ug/m3 SC","7","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/20/2021","AQS","510870014","3","9","ug/m3 SC","8","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/21/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/22/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/23/2021","AQS","510870014","3","17","ug/m3 SC","16","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/24/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/25/2021","AQS","510870014","3","14","ug/m3 SC","13","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/26/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/27/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/28/2021","AQS","510870014","3","16","ug/m3 SC","15","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/29/2021","AQS","510870014","3","19","ug/m3 SC","18","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/30/2021","AQS","510870014","3","13","ug/m3 SC","12","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"12/31/2021","AQS","510870014","3","12","ug/m3 SC","11","MathScience Innovation Center","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","087","Henrico","37.556520000912","-77.40027"
"01/10/2021","AQS","516700010","1","9","ug/m3 SC","8","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"01/16/2021","AQS","516700010","1","2","ug/m3 SC","2","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"01/22/2021","AQS","516700010","1","1","ug/m3 SC","1","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"02/15/2021","AQS","516700010","1","7","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"02/21/2021","AQS","516700010","1","2","ug/m3 SC","2","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"03/05/2021","AQS","516700010","1","1","ug/m3 SC","1","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"03/11/2021","AQS","516700010","1","12","ug/m3 SC","11","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"03/23/2021","AQS","516700010","1","3","ug/m3 SC","3","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"03/29/2021","AQS","516700010","1","2","ug/m3 SC","2","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"04/04/2021","AQS","516700010","1","9","ug/m3 SC","8","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"04/10/2021","AQS","516700010","1","6","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"04/16/2021","AQS","516700010","1","2","ug/m3 SC","2","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"04/22/2021","AQS","516700010","1","2","ug/m3 SC","2","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"05/04/2021","AQS","516700010","1","6","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"05/10/2021","AQS","516700010","1","5","ug/m3 SC","5","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"05/16/2021","AQS","516700010","1","6","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"05/22/2021","AQS","516700010","1","11","ug/m3 SC","10","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"05/28/2021","AQS","516700010","1","11","ug/m3 SC","10","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"06/03/2021","AQS","516700010","1","3","ug/m3 SC","3","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"06/09/2021","AQS","516700010","1","10","ug/m3 SC","9","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"06/15/2021","AQS","516700010","1","8","ug/m3 SC","7","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"06/21/2021","AQS","516700010","1","13","ug/m3 SC","12","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"06/27/2021","AQS","516700010","1","11","ug/m3 SC","10","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"07/03/2021","AQS","516700010","1","10","ug/m3 SC","9","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"07/09/2021","AQS","516700010","1","10","ug/m3 SC","9","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"07/15/2021","AQS","516700010","1","15","ug/m3 SC","14","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"07/21/2021","AQS","516700010","1","34","ug/m3 SC","31","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"07/27/2021","AQS","516700010","1","10","ug/m3 SC","9","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"08/02/2021","AQS","516700010","1","19","ug/m3 SC","18","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"08/08/2021","AQS","516700010","1","6","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"08/14/2021","AQS","516700010","1","8","ug/m3 SC","7","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"08/20/2021","AQS","516700010","1","5","ug/m3 SC","5","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"08/26/2021","AQS","516700010","1","15","ug/m3 SC","14","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"09/01/2021","AQS","516700010","1","13","ug/m3 SC","12","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"09/07/2021","AQS","516700010","1","9","ug/m3 SC","8","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"09/13/2021","AQS","516700010","1","15","ug/m3 SC","14","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"09/19/2021","AQS","516700010","1","12","ug/m3 SC","11","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"09/25/2021","AQS","516700010","1","9","ug/m3 SC","8","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"10/01/2021","AQS","516700010","1","9","ug/m3 SC","8","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"10/07/2021","AQS","516700010","1","8","ug/m3 SC","7","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"10/13/2021","AQS","516700010","1","7","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"10/19/2021","AQS","516700010","1","8","ug/m3 SC","7","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"10/25/2021","AQS","516700010","1","8","ug/m3 SC","7","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"10/31/2021","AQS","516700010","1","5","ug/m3 SC","5","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"11/06/2021","AQS","516700010","1","6","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"11/12/2021","AQS","516700010","1","6","ug/m3 SC","6","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
"11/18/2021","AQS","516700010","1","11","ug/m3 SC","10","Carter G. Woodson Middle School","1","100.0000","81102","PM10 Total 0-10um STP","40060","Richmond, VA","51","Virginia","670","Hopewell City","37.2896160009097","-77.291816"
