"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"08/19/2021","AQS","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/20/2021","AQS","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/21/2021","AQS","510330001","1","0.043","ppm","40","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/22/2021","AQS","510330001","1","0.038","ppm","35","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/23/2021","AQS","510330001","1","0.041","ppm","38","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/24/2021","AQS","510330001","1","0.057","ppm","58","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/25/2021","AQS","510330001","1","0.051","ppm","47","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/26/2021","AQS","510330001","1","0.042","ppm","39","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/27/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/28/2021","AQS","510330001","1","0.051","ppm","47","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/29/2021","AQS","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/30/2021","AQS","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"08/31/2021","AQS","510330001","1","0.037","ppm","34","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/01/2021","AQS","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/02/2021","AQS","510330001","1","0.038","ppm","35","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/03/2021","AQS","510330001","1","0.046","ppm","43","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/04/2021","AQS","510330001","1","0.042","ppm","39","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/05/2021","AQS","510330001","1","0.037","ppm","34","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/06/2021","AQS","510330001","1","0.043","ppm","40","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/07/2021","AQS","510330001","1","0.046","ppm","43","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/08/2021","AQS","510330001","1","0.041","ppm","38","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/09/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/10/2021","AQS","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/11/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/12/2021","AQS","510330001","1","0.037","ppm","34","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/13/2021","AQS","510330001","1","0.045","ppm","42","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/14/2021","AQS","510330001","1","0.043","ppm","40","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/15/2021","AQS","510330001","1","0.042","ppm","39","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/16/2021","AQS","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/17/2021","AQS","510330001","1","0.027","ppm","25","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/18/2021","AQS","510330001","1","0.039","ppm","36","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/19/2021","AQS","510330001","1","0.048","ppm","44","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/20/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/21/2021","AQS","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/22/2021","AQS","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/23/2021","AQS","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/24/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/25/2021","AQS","510330001","1","0.038","ppm","35","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/26/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/27/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/28/2021","AQS","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/29/2021","AQS","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"09/30/2021","AQS","510330001","1","0.037","ppm","34","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/01/2021","AQS","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/02/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/03/2021","AQS","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/04/2021","AQS","510330001","1","0.029","ppm","27","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/05/2021","AQS","510330001","1","0.025","ppm","23","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/06/2021","AQS","510330001","1","0.021","ppm","19","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/07/2021","AQS","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/08/2021","AQS","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/09/2021","AQS","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/10/2021","AQS","510330001","1","0.028","ppm","26","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/11/2021","AQS","510330001","1","0.028","ppm","26","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/12/2021","AQS","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/13/2021","AQS","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/14/2021","AQS","510330001","1","0.049","ppm","45","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/15/2021","AQS","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/16/2021","AQS","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/17/2021","AQS","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/18/2021","AQS","510330001","1","0.039","ppm","36","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/19/2021","AQS","510330001","1","0.042","ppm","39","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/20/2021","AQS","510330001","1","0.046","ppm","43","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/21/2021","AQS","510330001","1","0.043","ppm","40","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/22/2021","AQS","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/23/2021","AQS","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/24/2021","AQS","510330001","1","0.039","ppm","36","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/25/2021","AQS","510330001","1","0.038","ppm","35","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/26/2021","AQS","510330001","1","0.029","ppm","27","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/27/2021","AQS","510330001","1","0.028","ppm","26","USGS Geomagnetic Center, Corbin","13","76.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/28/2021","AQS","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/29/2021","AQS","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/30/2021","AQS","510330001","1","0.02","ppm","19","USGS Geomagnetic Center, Corbin","17","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"10/31/2021","AirNow","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/01/2021","AirNow","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/02/2021","AirNow","510330001","1","0.02","ppm","19","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/03/2021","AirNow","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/04/2021","AirNow","510330001","1","0.022","ppm","20","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/05/2021","AirNow","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/06/2021","AirNow","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/07/2021","AirNow","510330001","1","0.037","ppm","34","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/08/2021","AirNow","510330001","1","0.041","ppm","38","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/09/2021","AirNow","510330001","1","0.04","ppm","37","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/10/2021","AirNow","510330001","1","0.045","ppm","42","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/11/2021","AirNow","510330001","1","0.046","ppm","43","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/12/2021","AirNow","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/13/2021","AirNow","510330001","1","0.029","ppm","27","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/14/2021","AirNow","510330001","1","0.023","ppm","21","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/15/2021","AirNow","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/16/2021","AirNow","510330001","1","0.025","ppm","23","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/17/2021","AirNow","510330001","1","0.038","ppm","35","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/18/2021","AirNow","510330001","1","0.043","ppm","40","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/19/2021","AirNow","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","18","75.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/20/2021","AirNow","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/21/2021","AirNow","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/22/2021","AirNow","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/23/2021","AirNow","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/24/2021","AirNow","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/25/2021","AirNow","510330001","1","0.037","ppm","34","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/26/2021","AirNow","510330001","1","0.028","ppm","26","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/27/2021","AirNow","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/28/2021","AirNow","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/29/2021","AirNow","510330001","1","0.031","ppm","29","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"11/30/2021","AirNow","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/01/2021","AirNow","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/02/2021","AirNow","510330001","1","0.044","ppm","41","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/03/2021","AirNow","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/04/2021","AirNow","510330001","1","0.023","ppm","21","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/05/2021","AirNow","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/06/2021","AirNow","510330001","1","0.04","ppm","37","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/07/2021","AirNow","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/08/2021","AirNow","510330001","1","0.026","ppm","24","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/09/2021","AirNow","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/10/2021","AirNow","510330001","1","0.023","ppm","21","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/11/2021","AirNow","510330001","1","0.029","ppm","27","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/12/2021","AirNow","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/13/2021","AirNow","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/14/2021","AirNow","510330001","1","0.029","ppm","27","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/15/2021","AirNow","510330001","1","0.024","ppm","22","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/16/2021","AirNow","510330001","1","0.042","ppm","39","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/17/2021","AirNow","510330001","1","0.034","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/18/2021","AirNow","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/19/2021","AirNow","510330001","1","0.029","ppm","27","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/20/2021","AirNow","510330001","1","0.033","ppm","31","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/21/2021","AirNow","510330001","1","0.025","ppm","23","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/22/2021","AirNow","510330001","1","0.032","ppm","30","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/23/2021","AirNow","510330001","1","0.028","ppm","26","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/24/2021","AirNow","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/25/2021","AirNow","510330001","1","0.036","ppm","33","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/26/2021","AirNow","510330001","1","0.035","ppm","32","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/27/2021","AirNow","510330001","1","0.028","ppm","26","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/28/2021","AirNow","510330001","1","0.03","ppm","28","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/29/2021","AirNow","510330001","1","0.021","ppm","19","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/30/2021","AirNow","510330001","1","0.016","ppm","15","USGS Geomagnetic Center, Corbin","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"12/31/2021","AirNow","510330001","1","0.018","ppm","17","USGS Geomagnetic Center, Corbin","19","79.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","033","Caroline","38.200870000917","-77.37742"
"01/01/2021","AirNow","510360002","1","0.023","ppm","21","Shirley Plantation","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/02/2021","AirNow","510360002","1","0.018","ppm","17","Shirley Plantation","24","100.0000","44201","Ozone","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
