Date,Source,Site ID,POC,PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
8/5/2021,AQS,510870014,1,9,ug/m3 LC,38,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/8/2021,AQS,510870014,1,5.9,ug/m3 LC,25,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/11/2021,AQS,510870014,1,8.4,ug/m3 LC,35,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/14/2021,AQS,510870014,1,7.1,ug/m3 LC,30,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/17/2021,AQS,510870014,1,5.4,ug/m3 LC,23,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/20/2021,AQS,510870014,1,3.6,ug/m3 LC,15,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/23/2021,AQS,510870014,1,14.3,ug/m3 LC,56,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/26/2021,AQS,510870014,1,14.9,ug/m3 LC,57,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/29/2021,AQS,510870014,1,8.4,ug/m3 LC,35,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/1/2021,AQS,510870014,1,9.3,ug/m3 LC,39,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/4/2021,AQS,510870014,1,7.8,ug/m3 LC,33,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/7/2021,AQS,510870014,1,8,ug/m3 LC,33,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/10/2021,AQS,510870014,1,4.4,ug/m3 LC,18,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/13/2021,AQS,510870014,1,14.1,ug/m3 LC,55,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/16/2021,AQS,510870014,1,6.6,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/19/2021,AQS,510870014,1,9.5,ug/m3 LC,40,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/22/2021,AQS,510870014,1,4.8,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/25/2021,AQS,510870014,1,6.8,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/28/2021,AQS,510870014,1,11.3,ug/m3 LC,47,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/1/2021,AQS,510870014,1,4.6,ug/m3 LC,19,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/4/2021,AQS,510870014,1,9.9,ug/m3 LC,41,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/7/2021,AQS,510870014,1,3.6,ug/m3 LC,15,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/10/2021,AQS,510870014,1,4.8,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/13/2021,AQS,510870014,1,4.4,ug/m3 LC,18,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/16/2021,AQS,510870014,1,8.8,ug/m3 LC,37,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/22/2021,AQS,510870014,1,9.3,ug/m3 LC,39,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/25/2021,AQS,510870014,1,7,ug/m3 LC,29,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/28/2021,AQS,510870014,1,3.4,ug/m3 LC,14,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/31/2021,AQS,510870014,1,3.4,ug/m3 LC,14,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/3/2021,AQS,510870014,1,4,ug/m3 LC,17,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/6/2021,AQS,510870014,1,4.9,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/9/2021,AQS,510870014,1,12.5,ug/m3 LC,52,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/12/2021,AQS,510870014,1,4.5,ug/m3 LC,19,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/15/2021,AQS,510870014,1,2.5,ug/m3 LC,10,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/18/2021,AQS,510870014,1,10.2,ug/m3 LC,43,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/21/2021,AQS,510870014,1,10.7,ug/m3 LC,45,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/24/2021,AQS,510870014,1,6.5,ug/m3 LC,27,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/27/2021,AQS,510870014,1,3.5,ug/m3 LC,15,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/30/2021,AQS,510870014,1,7.3,ug/m3 LC,30,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/3/2021,AQS,510870014,1,5.3,ug/m3 LC,22,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/6/2021,AQS,510870014,1,9.7,ug/m3 LC,40,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/9/2021,AQS,510870014,1,8.6,ug/m3 LC,36,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/12/2021,AQS,510870014,1,3.3,ug/m3 LC,14,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/15/2021,AQS,510870014,1,7.9,ug/m3 LC,33,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/18/2021,AQS,510870014,1,10,ug/m3 LC,42,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/21/2021,AQS,510870014,1,8.6,ug/m3 LC,36,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/24/2021,AQS,510870014,1,6.1,ug/m3 LC,25,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/27/2021,AQS,510870014,1,5.7,ug/m3 LC,24,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/30/2021,AQS,510870014,1,4.7,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/4/2021,AQS,510870014,2,4,ug/m3 LC,17,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/10/2021,AQS,510870014,2,5.1,ug/m3 LC,21,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/16/2021,AQS,510870014,2,7.3,ug/m3 LC,30,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/28/2021,AQS,510870014,2,3.2,ug/m3 LC,13,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
2/3/2021,AQS,510870014,2,2.6,ug/m3 LC,11,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
2/9/2021,AQS,510870014,2,7.6,ug/m3 LC,32,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
2/15/2021,AQS,510870014,2,19.9,ug/m3 LC,67,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
2/21/2021,AQS,510870014,2,10.3,ug/m3 LC,43,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
2/27/2021,AQS,510870014,2,4,ug/m3 LC,17,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
3/3/2021,AQS,510870014,2,5.9,ug/m3 LC,25,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
3/5/2021,AQS,510870014,2,3.1,ug/m3 LC,13,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
3/11/2021,AQS,510870014,2,14.7,ug/m3 LC,56,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
3/17/2021,AQS,510870014,2,2.7,ug/m3 LC,11,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
3/23/2021,AQS,510870014,2,5.5,ug/m3 LC,23,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
3/29/2021,AQS,510870014,2,3.4,ug/m3 LC,14,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
4/4/2021,AQS,510870014,2,10,ug/m3 LC,42,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
4/10/2021,AQS,510870014,2,8.1,ug/m3 LC,34,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
4/16/2021,AQS,510870014,2,3.9,ug/m3 LC,16,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
4/22/2021,AQS,510870014,2,4.6,ug/m3 LC,19,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
4/28/2021,AQS,510870014,2,10.6,ug/m3 LC,44,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
5/4/2021,AQS,510870014,2,7.7,ug/m3 LC,32,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
5/10/2021,AQS,510870014,2,5.8,ug/m3 LC,24,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
5/16/2021,AQS,510870014,2,7.4,ug/m3 LC,31,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
5/22/2021,AQS,510870014,2,10.2,ug/m3 LC,43,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
5/28/2021,AQS,510870014,2,11.5,ug/m3 LC,48,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
6/3/2021,AQS,510870014,2,3.7,ug/m3 LC,15,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
6/9/2021,AQS,510870014,2,6.7,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
6/15/2021,AQS,510870014,2,6.5,ug/m3 LC,27,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
6/21/2021,AQS,510870014,2,11,ug/m3 LC,46,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
6/27/2021,AQS,510870014,2,7.2,ug/m3 LC,30,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
7/3/2021,AQS,510870014,2,5.9,ug/m3 LC,25,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
7/9/2021,AQS,510870014,2,5.6,ug/m3 LC,23,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
7/15/2021,AQS,510870014,2,9.8,ug/m3 LC,41,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
7/21/2021,AQS,510870014,2,34,ug/m3 LC,97,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
7/27/2021,AQS,510870014,2,11.2,ug/m3 LC,47,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/2/2021,AQS,510870014,2,18.5,ug/m3 LC,64,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/8/2021,AQS,510870014,2,5.7,ug/m3 LC,24,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/14/2021,AQS,510870014,2,7,ug/m3 LC,29,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/20/2021,AQS,510870014,2,3.7,ug/m3 LC,15,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
8/26/2021,AQS,510870014,2,14.7,ug/m3 LC,56,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/1/2021,AQS,510870014,2,9.2,ug/m3 LC,38,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/7/2021,AQS,510870014,2,8.2,ug/m3 LC,34,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/13/2021,AQS,510870014,2,13.7,ug/m3 LC,54,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/19/2021,AQS,510870014,2,9.6,ug/m3 LC,40,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
9/25/2021,AQS,510870014,2,6.9,ug/m3 LC,29,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/1/2021,AQS,510870014,2,4.7,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/7/2021,AQS,510870014,2,3.6,ug/m3 LC,15,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/13/2021,AQS,510870014,2,4.7,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/19/2021,AQS,510870014,2,6.3,ug/m3 LC,26,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/20/2021,AQS,510870014,2,6.3,ug/m3 LC,26,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/25/2021,AQS,510870014,2,6.7,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
10/31/2021,AQS,510870014,2,3.4,ug/m3 LC,14,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/6/2021,AQS,510870014,2,5,ug/m3 LC,21,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/12/2021,AQS,510870014,2,4.4,ug/m3 LC,18,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/18/2021,AQS,510870014,2,10,ug/m3 LC,42,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/24/2021,AQS,510870014,2,6.4,ug/m3 LC,27,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
11/30/2021,AQS,510870014,2,7.2,ug/m3 LC,30,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/6/2021,AQS,510870014,2,9.7,ug/m3 LC,40,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/12/2021,AQS,510870014,2,3.3,ug/m3 LC,14,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/18/2021,AQS,510870014,2,10.6,ug/m3 LC,44,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/24/2021,AQS,510870014,2,6.2,ug/m3 LC,26,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
12/30/2021,AQS,510870014,2,4.2,ug/m3 LC,18,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/1/2021,AQS,510870014,3,8.7,ug/m3 LC,36,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/2/2021,AQS,510870014,3,4.9,ug/m3 LC,20,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/3/2021,AQS,510870014,3,4,ug/m3 LC,17,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/4/2021,AQS,510870014,3,6.3,ug/m3 LC,26,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/5/2021,AQS,510870014,3,7.9,ug/m3 LC,33,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/6/2021,AQS,510870014,3,6.7,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/7/2021,AQS,510870014,3,10.1,ug/m3 LC,42,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/8/2021,AQS,510870014,3,7.7,ug/m3 LC,32,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/9/2021,AQS,510870014,3,5.7,ug/m3 LC,24,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/10/2021,AQS,510870014,3,6.2,ug/m3 LC,26,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/11/2021,AQS,510870014,3,12.8,ug/m3 LC,52,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/12/2021,AQS,510870014,3,11.7,ug/m3 LC,49,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/13/2021,AQS,510870014,3,12.9,ug/m3 LC,53,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/14/2021,AQS,510870014,3,9.4,ug/m3 LC,39,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/15/2021,AQS,510870014,3,12.5,ug/m3 LC,52,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/16/2021,AQS,510870014,3,9.8,ug/m3 LC,41,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/17/2021,AQS,510870014,3,4.6,ug/m3 LC,19,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/18/2021,AQS,510870014,3,5.5,ug/m3 LC,23,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/19/2021,AQS,510870014,3,5.3,ug/m3 LC,22,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/20/2021,AQS,510870014,3,6.7,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/21/2021,AQS,510870014,3,6.9,ug/m3 LC,29,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/22/2021,AQS,510870014,3,4.2,ug/m3 LC,18,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/23/2021,AQS,510870014,3,7.3,ug/m3 LC,30,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/24/2021,AQS,510870014,3,7.4,ug/m3 LC,31,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/25/2021,AQS,510870014,3,8.2,ug/m3 LC,34,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
1/26/2021,AQS,510870014,3,6.7,ug/m3 LC,28,MathScience Innovation Center,1,100,88101,PM2.5 - Local Conditions,40060,"Richmond, VA",51,Virginia,87,Henrico,37.55652,-77.40027
