"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2021","AQS","510360002","1","6.9","ppb","6","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/02/2021","AQS","510360002","1","6.6","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/03/2021","AQS","510360002","1","6.4","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/04/2021","AQS","510360002","1","11.6","ppb","10","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/05/2021","AQS","510360002","1","10.1","ppb","9","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/06/2021","AQS","510360002","1","6.5","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/07/2021","AQS","510360002","1","13.5","ppb","12","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/08/2021","AQS","510360002","1","12.9","ppb","11","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/09/2021","AQS","510360002","1","4.3","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/10/2021","AQS","510360002","1","5.5","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/11/2021","AQS","510360002","1","24.5","ppb","23","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/12/2021","AQS","510360002","1","7.5","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/13/2021","AQS","510360002","1","14.8","ppb","13","Shirley Plantation","21","88.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/14/2021","AQS","510360002","1","22.1","ppb","21","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/15/2021","AQS","510360002","1","9.4","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/16/2021","AQS","510360002","1","6.8","ppb","6","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/17/2021","AQS","510360002","1","14","ppb","13","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/18/2021","AQS","510360002","1","8.4","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/19/2021","AQS","510360002","1","11.8","ppb","10","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/20/2021","AQS","510360002","1","16.8","ppb","15","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/21/2021","AQS","510360002","1","16.3","ppb","15","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/22/2021","AQS","510360002","1","4.1","ppb","4","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/23/2021","AQS","510360002","1","8.1","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/24/2021","AQS","510360002","1","6.9","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/25/2021","AQS","510360002","1","6.9","ppb","6","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/26/2021","AQS","510360002","1","12","ppb","11","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/27/2021","AQS","510360002","1","5.7","ppb","5","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/28/2021","AQS","510360002","1","3","ppb","3","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/29/2021","AQS","510360002","1","4","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/30/2021","AQS","510360002","1","10.3","ppb","9","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"01/31/2021","AQS","510360002","1","5.6","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/01/2021","AQS","510360002","1","8.9","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/02/2021","AQS","510360002","1","3.8","ppb","3","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/03/2021","AQS","510360002","1","4.6","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/04/2021","AQS","510360002","1","15.2","ppb","14","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/05/2021","AQS","510360002","1","18.1","ppb","17","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/06/2021","AQS","510360002","1","5.7","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/07/2021","AQS","510360002","1","4.5","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/08/2021","AQS","510360002","1","4.1","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/09/2021","AQS","510360002","1","11.7","ppb","10","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/10/2021","AQS","510360002","1","5","ppb","5","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/11/2021","AQS","510360002","1","4.2","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/12/2021","AQS","510360002","1","3.4","ppb","3","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/13/2021","AQS","510360002","1","13.7","ppb","12","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/14/2021","AQS","510360002","1","7.5","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/15/2021","AQS","510360002","1","4.6","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/16/2021","AQS","510360002","1","13.2","ppb","12","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/17/2021","AQS","510360002","1","3.3","ppb","3","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/18/2021","AQS","510360002","1","9.9","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/19/2021","AQS","510360002","1","9.8","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/20/2021","AQS","510360002","1","7.9","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/21/2021","AQS","510360002","1","4.7","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/22/2021","AQS","510360002","1","11.8","ppb","10","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/23/2021","AQS","510360002","1","8.1","ppb","8","Shirley Plantation","19","79.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/24/2021","AQS","510360002","1","19.7","ppb","18","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/25/2021","AQS","510360002","1","4.1","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/26/2021","AQS","510360002","1","5.3","ppb","5","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/27/2021","AQS","510360002","1","8.5","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"02/28/2021","AQS","510360002","1","2.9","ppb","2","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/01/2021","AQS","510360002","1","9.8","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/02/2021","AQS","510360002","1","3.6","ppb","3","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/03/2021","AQS","510360002","1","21.2","ppb","20","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/04/2021","AQS","510360002","1","10.5","ppb","9","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/05/2021","AQS","510360002","1","4.4","ppb","4","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/06/2021","AQS","510360002","1","11.7","ppb","10","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/07/2021","AQS","510360002","1","3","ppb","3","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/08/2021","AQS","510360002","1","11","ppb","10","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/09/2021","AQS","510360002","1","17.3","ppb","16","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/10/2021","AQS","510360002","1","18.5","ppb","17","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/11/2021","AQS","510360002","1","37.7","ppb","35","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/12/2021","AQS","510360002","1","4.2","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/13/2021","AQS","510360002","1","14.4","ppb","13","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/14/2021","AQS","510360002","1","5","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/15/2021","AQS","510360002","1","1.4","ppb","1","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/16/2021","AQS","510360002","1","6.1","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/17/2021","AQS","510360002","1","2","ppb","2","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/18/2021","AQS","510360002","1","4.6","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/19/2021","AQS","510360002","1","7.7","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/20/2021","AQS","510360002","1","2.8","ppb","2","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/21/2021","AQS","510360002","1","1.8","ppb","1","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/22/2021","AQS","510360002","1","2.6","ppb","2","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/23/2021","AQS","510360002","1","1.5","ppb","1","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/24/2021","AQS","510360002","1","7.5","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/25/2021","AQS","510360002","1","14.7","ppb","13","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/26/2021","AQS","510360002","1","24.3","ppb","23","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/27/2021","AQS","510360002","1","6.5","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/28/2021","AQS","510360002","1","15","ppb","14","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/29/2021","AQS","510360002","1","4.7","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/30/2021","AQS","510360002","1","5.3","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"03/31/2021","AQS","510360002","1","14","ppb","13","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/01/2021","AQS","510360002","1","4.1","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/02/2021","AQS","510360002","1","6.4","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/03/2021","AQS","510360002","1","21.5","ppb","20","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/04/2021","AQS","510360002","1","9.8","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/05/2021","AQS","510360002","1","5.7","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/06/2021","AQS","510360002","1","15.6","ppb","14","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/07/2021","AQS","510360002","1","9.8","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/08/2021","AQS","510360002","1","3.3","ppb","3","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/09/2021","AQS","510360002","1","2.1","ppb","2","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/10/2021","AQS","510360002","1","20.3","ppb","19","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/11/2021","AQS","510360002","1","8.3","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/12/2021","AQS","510360002","1","4.5","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/13/2021","AQS","510360002","1","1.6","ppb","1","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/14/2021","AQS","510360002","1","17.1","ppb","16","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/15/2021","AQS","510360002","1","5.4","ppb","5","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/16/2021","AQS","510360002","1","5.1","ppb","5","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/17/2021","AQS","510360002","1","7","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/18/2021","AQS","510360002","1","3","ppb","3","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/19/2021","AQS","510360002","1","5.3","ppb","5","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/20/2021","AQS","510360002","1","12.3","ppb","11","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/21/2021","AQS","510360002","1","45.1","ppb","42","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/22/2021","AQS","510360002","1","7.1","ppb","7","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/23/2021","AQS","510360002","1","9.2","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/24/2021","AQS","510360002","1","16.1","ppb","15","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/25/2021","AQS","510360002","1","4","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/26/2021","AQS","510360002","1","4","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/27/2021","AQS","510360002","1","16.9","ppb","15","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/28/2021","AQS","510360002","1","4.1","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/29/2021","AQS","510360002","1","3.7","ppb","3","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"04/30/2021","AQS","510360002","1","2.8","ppb","2","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/01/2021","AQS","510360002","1","7.5","ppb","7","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/02/2021","AQS","510360002","1","5.2","ppb","5","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/03/2021","AQS","510360002","1","20.3","ppb","19","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/04/2021","AQS","510360002","1","23.1","ppb","22","Shirley Plantation","21","88.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/05/2021","AQS","510360002","1","3.3","ppb","3","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/06/2021","AQS","510360002","1","4.4","ppb","4","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/07/2021","AQS","510360002","1","4.6","ppb","4","Shirley Plantation","22","92.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/08/2021","AQS","510360002","1","6.5","ppb","6","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/09/2021","AQS","510360002","1","26.3","ppb","25","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/10/2021","AQS","510360002","1","4.9","ppb","4","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/11/2021","AQS","510360002","1","7.4","ppb","7","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/12/2021","AQS","510360002","1","8.4","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/13/2021","AQS","510360002","1","8.9","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/14/2021","AQS","510360002","1","9.6","ppb","8","Shirley Plantation","23","96.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
"05/15/2021","AQS","510360002","1","9.1","ppb","8","Shirley Plantation","24","100.0000","42602","Nitrogen dioxide (NO2)","40060","Richmond, VA","51","Virginia","036","Charles","37.3443800009102","-77.25925"
